sex,onlineYearMonth,semester,duringTime,ranking
2,201510,1,0.9666666666666667,718
2,201510,1,0.95,719
2,201510,1,0.9333333333333333,720
2,201510,1,0.9333333333333333,721
2,201510,1,0.9166666666666666,722
2,201510,1,0.8833333333333333,723
2,201510,1,0.8833333333333333,724
2,201510,1,0.8666666666666667,725
2,201510,1,0.8333333333333334,726
2,201510,1,0.7833333333333333,727
2,201510,1,0.7666666666666667,728
2,201510,1,0.7333333333333333,729
2,201510,1,0.7333333333333333,730
2,201510,1,0.7166666666666667,731
2,201510,1,0.7166666666666667,732
2,201510,1,0.7166666666666667,733
2,201510,1,0.6833333333333333,734
2,201510,1,0.6666666666666666,735
2,201510,1,0.6666666666666666,736
2,201510,1,0.6666666666666666,737
2,201510,1,0.6666666666666666,738
2,201510,1,0.65,739
2,201510,1,0.65,740
2,201510,1,0.6,741
2,201510,1,0.5833333333333334,742
2,201510,1,0.55,743
2,201510,1,0.5333333333333333,744
2,201510,1,0.5333333333333333,745
2,201510,1,0.5166666666666667,746
2,201510,1,0.4666666666666667,747
2,201510,1,0.45,748
2,201510,1,0.43333333333333335,749
2,201510,1,0.4166666666666667,750
2,201510,1,0.4166666666666667,751
2,201510,1,0.4,752
2,201510,1,0.4,753
2,201510,1,0.4,754
2,201510,1,0.4,755
2,201510,1,0.38333333333333336,756
2,201510,1,0.38333333333333336,757
2,201510,1,0.38333333333333336,758
2,201510,1,0.38333333333333336,759
2,201510,1,0.38333333333333336,760
2,201510,1,0.35,761
2,201510,1,0.3333333333333333,762
2,201510,1,0.3333333333333333,763
2,201510,1,0.31666666666666665,764
2,201510,1,0.3,765
2,201510,1,0.2833333333333333,766
2,201510,1,0.26666666666666666,767
2,201510,1,0.25,768
2,201510,1,0.25,769
2,201510,1,0.25,770
2,201510,1,0.25,771
2,201510,1,0.25,772
2,201510,1,0.23333333333333334,773
2,201510,1,0.23333333333333334,774
2,201510,1,0.23333333333333334,775
2,201510,1,0.23333333333333334,776
2,201510,1,0.23333333333333334,777
2,201510,1,0.21666666666666667,778
2,201510,1,0.21666666666666667,779
2,201510,1,0.2,780
2,201510,1,0.2,781
2,201510,1,0.2,782
2,201510,1,0.2,783
2,201510,1,0.2,784
2,201510,1,0.18333333333333332,785
2,201510,1,0.18333333333333332,786
2,201510,1,0.18333333333333332,787
2,201510,1,0.18333333333333332,788
2,201510,1,0.18333333333333332,789
2,201510,1,0.16666666666666666,790
2,201510,1,0.16666666666666666,791
2,201510,1,0.16666666666666666,792
2,201510,1,0.16666666666666666,793
2,201510,1,0.15,794
2,201510,1,0.15,795
2,201510,1,0.15,796
2,201510,1,0.15,797
2,201510,1,0.15,798
2,201510,1,0.13333333333333333,799
2,201510,1,0.13333333333333333,800
2,201510,1,0.11666666666666667,801
2,201510,1,0.1,802
2,201510,1,0.1,803
2,201510,1,0.1,804
2,201510,1,0.08333333333333333,805
2,201510,1,0.08333333333333333,806
2,201510,1,0.08333333333333333,807
2,201510,1,0.08333333333333333,808
2,201510,1,0.08333333333333333,809
2,201510,1,0.08333333333333333,810
2,201510,1,0.08333333333333333,811
2,201510,1,0.08333333333333333,812
2,201510,1,0.08333333333333333,813
2,201510,1,0.06666666666666667,814
2,201510,1,0.06666666666666667,815
2,201510,1,0.06666666666666667,816
2,201510,1,0.06666666666666667,817
2,201510,1,0.06666666666666667,818
2,201510,1,0.06666666666666667,819
2,201510,1,0.06666666666666667,820
2,201510,1,0.06666666666666667,821
2,201510,1,0.06666666666666667,822
2,201510,1,0.06666666666666667,823
2,201510,1,0.06666666666666667,824
2,201510,1,0.06666666666666667,825
2,201510,1,0.05,826
2,201510,1,0.05,827
2,201510,1,0.05,828
2,201510,1,0.05,829
2,201510,1,0.05,830
2,201510,1,0.05,831
2,201510,1,0.05,832
2,201510,1,0.05,833
2,201510,1,0.05,834
2,201510,1,0.05,835
2,201510,1,0.05,836
2,201510,1,0.05,837
2,201510,1,0.03333333333333333,838
2,201510,1,0.03333333333333333,839
2,201510,1,0.03333333333333333,840
2,201510,1,0.03333333333333333,841
2,201510,1,0.03333333333333333,842
2,201510,1,0.016666666666666666,843
2,201510,1,0.016666666666666666,844
2,201510,1,0.016666666666666666,845
2,201510,1,0.016666666666666666,846
2,201510,1,0.016666666666666666,847
2,201510,1,0.016666666666666666,848
2,201510,1,0.016666666666666666,849
2,201510,1,0.016666666666666666,850
2,201510,1,0.016666666666666666,851
1,201510,1,211.46666666666667,852
1,201510,1,193.48333333333332,853
1,201510,1,186.96666666666667,854
1,201510,1,127.2,855
1,201510,1,72.43333333333334,856
1,201510,1,62.983333333333334,857
1,201510,1,59.43333333333333,858
1,201510,1,52.016666666666666,859
1,201510,1,43.016666666666666,860
1,201510,1,28.583333333333332,861
1,201510,1,26.516666666666666,862
1,201510,1,24.683333333333334,863
1,201510,1,23.7,864
1,201510,1,22.466666666666665,865
1,201510,1,21.316666666666666,866
